"","ServiceAddressStreetNumber","ServiceAddressStreetName","PREMISESALESCLASSDESC","Sales Class","Active/Inactive","SW StatusCode","Status Code","BILLABLEIMPERVIOUSACRES","PARCELSIZE","IMPERVIOUSSIZE","ACCOUNTTAXTYPE","Tax Description","Customer Class","BILLINGCYCLENUMBER","PREMISECYCLENUMBER","Bunch Code","SW Last Billing Date","SW Last Amount Billed","SW Last Paid Date","SW Final Shut Off Date","WA Last Billing Date","WA Last Amount Billed","WA Last Paid Date","WA Final Shut Off Date","WA ActiveCode","WA ActiveCodeDesc","WA StatusCode","WA StatusDescription","WALANDLORDCODE","WAONWERTENANTFLAG","S-Current","S-30-60","S-60+","W-Current","W-30-60","W-60+","T-Current","T-30-60","T-60+","Total","61+ Days >150","61+ Days <150","Zero balance","Meter (Yes/No)","Status Code2","Breakdown","New Sales Class","Address"
"300","11900","LAING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,-12.75,7022020,0,5272021,10.32,7022020,0,0,NA,0,NA,0,"O",0,0,0,10.32,10.32,325.06,10.32,10.32,325.06,345.7,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11900 LAING ST"
"301","12000","LAING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,93.79,9102020,0,5272021,39.01,9102020,0,0,NA,0,NA,0,"O",97.91,86.21,686.44,40.7,35.35,271.39,138.61,121.56,957.83,1218,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","12000 LAING ST"
"302","11900","DUCHESS ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,11.73,5202021,0,5272021,12.93,5202021,0,0,NA,0,NA,0,"O",11.73,0,153.22,12.93,0,43.4,24.66,0,196.62,221.28,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11900 DUCHESS ST"
"303","11400","WHITEHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,64.25,5132021,0,5192021,23.36,5132021,0,0,NA,0,NA,0,"O",64.25,0,97.58,23.36,0,34.59,87.61,0,132.17,219.78,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","11400 WHITEHILL ST"
"304","11500","WHITEHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,68.95,5132021,0,5192021,23.36,5132021,0,0,NA,0,NA,0,"O",68.95,0,147.73,23.36,0,50.67,92.31,0,198.4,290.71,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11500 WHITEHILL ST"
"305","11300","KELLY RD","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.13,0.153,0.13,1,"COMMERCIAL","COMMERCIAL",82,82,NA,5192021,93.63,4272021,0,5192021,14.17,4272021,0,0,NA,0,NA,0,"O",93.63,0,2426.54,14.17,0,338.66,107.8,0,2765.2,2873,1,0,1,"YES","NORMAL","C $1000+","COMMERCIAL","11300 KELLY RD"
"306","12100","PAYTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,64.25,4242021,0,5192021,23.36,4242021,0,0,NA,0,NA,0,"O",64.25,64.25,424.75,23.36,23.36,156.21,87.61,87.61,580.96,756.18,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","12100 PAYTON ST"
"307","11600","RIAD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,64.25,5202021,0,5192021,23.36,5202021,0,0,NA,0,NA,0,"O",64.25,40.77,925.49,23.36,15.13,360.56,87.61,55.9,1286.05,1429.56,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11600 RIAD ST"
"308","11100","CRAFT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,32.53,5282021,0,5272021,18.14,5282021,0,0,NA,0,NA,0,"O",32.53,5.39,212.52,18.14,2.93,57.02,50.67,8.32,269.54,328.53,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11100 CRAFT ST"
"309","10700","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,146.65,5262021,0,5272021,70.3,5262021,0,0,NA,0,NA,0,"T",146.65,0,4794.32,70.3,0,1496.33,216.95,0,6290.65,6507.6,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","10700 HAVERHILL ST"
"310","10800","MOGUL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,50.66,4282020,0,5272021,28.57,4282020,0,0,NA,0,NA,0,"O",50.66,69.95,537.05,28.57,25.97,232,79.23,95.92,769.05,944.2,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10800 MOGUL ST"
"311","10900","CRAFT ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.13,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,40.26,5192021,0,5272021,25.97,5192021,0,0,NA,0,NA,0,"O",40.26,0,326.78,25.97,0,129.6,66.23,0,456.38,522.61,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","10900 CRAFT ST"
"312","11300","WHITTIER ST","CITY COMMERCIAL","COMMERCIAL","Active",60,"COLLECTION-INT",0.17,0.183,0.17,1,"COMMERCIAL","COMMERCIAL",82,82,NA,5192021,138.71,5092021,0,5192021,27.09,5092021,0,0,NA,60,NA,0,"O",138.71,0,958.3,27.09,0,168.26,165.8,0,1126.56,1292.36,1,0,1,"YES","COLLECTION-INT","C $1000+","COMMERCIAL","11300 WHITTIER ST"
"313","11200","LANSDOWNE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,4.36,5022021,0,5272021,18.14,5022021,0,0,NA,0,NA,0,"O",4.36,0,79.96,18.14,0,54.16,22.5,0,134.12,156.62,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","11200 LANSDOWNE ST"
"314","11300","LANSDOWNE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,80.36,4232021,0,5272021,28.57,4232021,0,0,NA,0,NA,0,"O",84.38,84.38,1149.89,30,30,529.53,114.38,114.38,1679.42,1908.18,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11300 LANSDOWNE ST"
"315","11800","LANSDOWNE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.18,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.44,5112021,0,5272021,15.53,5112021,0,0,NA,0,NA,0,"O",17.44,45.97,456.04,15.53,28.57,87.55,32.97,74.54,543.59,651.1,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","11800 LANSDOWNE ST"
"316","11700","MORANG DR","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.15,0.306,0.15,10,"APARTMENT BUILDING","COMMERCIAL",82,82,NA,5192021,564.49,5252021,0,5192021,241.96,5252021,0,0,NA,0,NA,0,"O",0,467.49,1249.13,0,197.63,508.53,0,665.12,1757.66,2422.78,1,0,1,"YES","NORMAL","C $1000+","COMMERCIAL","11700 MORANG DR"
"317","11800","MORANG DR","CITY COMMERCIAL","COMMERCIAL","Active",60,"COLLECTION-INT",0.08,0.138,0.08,10,"APARTMENT BUILDING","COMMERCIAL",82,82,NA,5192021,193.56,5282021,0,5192021,101.13,5282021,0,0,NA,60,NA,0,"O",0,0,525.18,0,0,291.12,0,0,816.3,816.3,1,0,1,"YES","COLLECTION-INT","B $500-$1000","COMMERCIAL","11800 MORANG DR"
"318","11000","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.13,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,-1.34,4182021,0,5272021,15.53,5172021,0,0,NA,0,NA,0,"O",0,0,601.87,15.53,1.34,311.4,15.53,1.34,913.27,930.14,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","11000 WAYBURN ST"
"319","11200","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.06,0.14,0.06,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,1272021,0,12072020,1272021,5192021,0,12072020,1272021,2,NA,0,NA,0,"O",0,0,0,0,0,-9.46,0,0,-9.46,-9.46,0,0,1,"NO","NORMAL","Other","RESIDENTIAL","11200 WAYBURN ST"
"320","11400","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,99.5,5182021,0,5192021,41.61,5182021,0,0,NA,0,NA,0,"O",99.5,0,27.8,41.61,0,11.72,141.11,0,39.52,180.63,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","11400 WAYBURN ST"
"321","11600","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,51.83,2142021,0,5272021,15.53,2142021,0,0,NA,0,NA,0,"O",51.83,51.83,253.32,15.53,15.53,89.43,67.36,67.36,342.75,477.47,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11600 WAYBURN ST"
"322","11100","ROSSITER ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,42.44,10052020,0,5272021,15.53,10052020,0,0,NA,0,NA,0,"O",42.44,53.85,2278.12,15.53,20.75,1049.94,57.97,74.6,3328.06,3460.63,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11100 ROSSITER ST"
"323","11400","ROSSITER ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.08,0.13,0.08,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,59.04,3122021,0,5272021,25.97,3122021,0,0,NA,0,NA,0,"O",59.04,101.16,273.67,25.97,33.79,72.91,85.01,134.95,346.58,566.54,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11400 ROSSITER ST"
"324","10600","LAKEPOINTE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.14,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,34.56,5072021,0,5272021,23.36,5072021,0,0,NA,0,NA,0,"O",34.56,0,129.49,23.36,0,58.25,57.92,0,187.74,245.66,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","10600 LAKEPOINTE ST"
"325","10600","STRATMAN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,47.13,5122021,0,5192021,15.53,5122021,0,0,NA,0,NA,0,"O",47.13,47.13,81.02,15.53,15.53,26.7,62.66,62.66,107.72,233.04,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","10600 STRATMAN ST"
"326","11300","ROXBURY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.07,0.13,0.07,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,71.46,5122021,0,5272021,33.79,5122021,0,0,NA,0,NA,0,"O",71.46,33.95,480.14,33.79,15.93,179.24,105.25,49.88,659.38,814.51,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","11300 ROXBURY ST"
"327","11400","LAKEPOINTE ST","CITY RESIDENTIAL","RESIDENTIAL","Inactive",0,"NORMAL",0.02,0.13,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,0,2042021,3102021,5272021,0,2042021,3102021,2,NA,0,NA,0,"O",0,0,193.81,0,0,0.03,0,0,193.84,193.84,1,0,1,"NO","NORMAL","A $150-$500","RESIDENTIAL","11400 LAKEPOINTE ST"
"328","11500","LAKEPOINTE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,107.72,3222021,0,5272021,54.65,3222021,0,0,NA,0,NA,0,"O",107.72,96.31,756.75,54.65,49.44,322.59,162.37,145.75,1079.34,1387.46,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11500 LAKEPOINTE ST"
"329","10900","ROXBURY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,23.66,4072021,0,5192021,15.53,4072021,0,0,NA,0,NA,0,"O",24.84,23.66,211.78,16.31,15.53,109.43,41.15,39.19,321.21,401.55,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","10900 ROXBURY ST"
"330","11100","ROXBURY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,87.07,5132021,0,5272021,33.79,5132021,0,0,NA,0,NA,0,"O",91.71,97.7,1756.9,35.61,38.35,804.16,127.32,136.05,2561.06,2824.43,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11100 ROXBURY ST"
"331","10200","BEACONSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,16.42,5212021,0,5272021,12.93,5212021,0,0,NA,0,NA,0,"O",16.42,0,2366.47,12.93,0,1007.64,29.35,0,3374.11,3403.46,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","10200 BEACONSFIELD ST"
"332","10400","WHITTIER ST","CITY COMMERCIAL","COMMERCIAL","Active",0,"NORMAL",0.17,0.207,0.17,10,"APARTMENT BUILDING","COMMERCIAL",82,82,NA,5192021,106.42,5132021,0,5192021,40,5132021,0,0,NA,0,NA,0,"O",121.2,295.55,436.61,46.1,122,174.4,167.3,417.55,611.01,1195.86,1,0,1,"YES","NORMAL","B $500-$1000","COMMERCIAL","10400 WHITTIER ST"
"333","10700","NOTTINGHAM RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,110.91,5072021,0,5192021,46.83,5072021,0,0,NA,0,NA,0,"O",110.91,82.38,365.04,46.83,33.79,145.11,157.74,116.17,510.15,784.06,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10700 NOTTINGHAM RD"
"334","10500","SOMERSET AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.12,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.38,5202021,0,5272021,33.79,5202021,0,0,NA,0,NA,0,"O",57.38,0,52.76,33.79,0,17.52,91.17,0,70.28,161.45,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","10500 SOMERSET AVE"
"335","10700","SOMERSET AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,23.47,6022021,0,5192021,0,5172021,0,0,NA,0,NA,0,"O",24.64,24.64,652.8,0,0,35.96,24.64,24.64,688.76,738.04,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10700 SOMERSET AVE"
"336","10300","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,36.73,4272021,0,5192021,12.93,4272021,0,0,NA,0,NA,0,"O",36.73,0,700.23,12.93,0,154.97,49.66,0,855.2,904.86,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10300 BALFOUR RD"
"337","10800","BALFOUR RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,18.44,5082021,0,5272021,18.14,5082021,0,0,NA,0,NA,0,"O",18.44,0,259.01,18.14,0,261.2,36.58,0,520.21,556.79,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10800 BALFOUR RD"
"338","10500","MCKINNEY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,5202021,0,5272021,20.75,5202021,0,0,NA,0,NA,0,"O",33.54,0,100.39,20.75,0,27.36,54.29,0,127.75,182.04,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","10500 MCKINNEY ST"
"339","9100","BOLEYN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,33.54,5082021,0,5272021,20.75,5082021,0,0,NA,0,NA,0,"O",59.97,33.72,88.19,21.5,21.5,43.23,81.47,55.22,131.42,268.11,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","9100 BOLEYN ST"
"340","9200","GRAYTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,15.42,5092021,0,5272021,10.32,5092021,0,0,NA,0,NA,0,"O",15.42,0,428.53,10.32,0,121.23,25.74,0,549.76,575.5,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","9200 GRAYTON ST"
"341","10000","MCKINNEY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,27.83,4082021,0,5272021,18.14,4082021,0,0,NA,0,NA,0,"O",27.83,27.83,464.51,18.14,18.14,155.23,45.97,45.97,619.74,711.68,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10000 MCKINNEY ST"
"342","9100","KENSINGTON AVE","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,179.38,5112021,0,5192021,89.69,5112021,0,0,NA,0,NA,0,"O",179.38,0,0,89.69,0,45.79,269.07,0,45.79,314.86,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","9100 KENSINGTON AVE"
"343","9700","MCKINNEY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",7,"WATER OFF",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,23.47,6012021,0,5192021,0,6012021,0,0,NA,7,NA,0,"O",23.47,0,345.83,0,0,177.64,23.47,0,523.47,546.94,1,0,1,"YES","OTHER","B $500-$1000","RESIDENTIAL","9700 MCKINNEY ST"
"344","9300","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.09,0.06,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,91.77,5132021,0,5192021,33.79,5132021,0,0,NA,0,NA,0,"O",91.77,0,544.49,33.79,0,296.17,125.56,0,840.66,966.22,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","9300 COURVILLE ST"
"345","9200","HAVERHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.09,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,8.05,3022021,0,5272021,15.53,3022021,0,0,NA,0,NA,0,"O",8.05,0,209.84,15.53,10.32,118.14,23.58,10.32,327.98,361.88,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","9200 HAVERHILL ST"
"346","12100","WAYBURN ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.12,0.02,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,213.46,5272021,0,5272021,109.42,5272021,0,0,NA,0,NA,0,"O",213.46,46.83,2435.28,109.42,26.41,1661.45,322.88,73.24,4096.73,4492.85,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","12100 WAYBURN ST"
"347","10300","BEACONSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,32.03,5122021,0,5192021,12.93,5122021,0,0,NA,0,NA,0,"O",32.03,0,1166.87,12.93,0,423.76,44.96,0,1590.63,1635.59,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","10300 BEACONSFIELD ST"
"348","11200","LAKEPOINTE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.11,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,57.53,5102021,0,5272021,18.14,5102021,0,0,NA,0,NA,0,"O",60.12,53.46,1219.95,18.92,16.44,492.95,79.04,69.9,1712.9,1861.84,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11200 LAKEPOINTE ST"
"349","9800","YORKSHIRE RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,58.54,5282021,0,5272021,24.6,5282021,0,0,NA,0,NA,0,"O",41.22,73.16,305.2,17.32,31.18,128.67,58.54,104.34,433.87,596.75,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","9800 YORKSHIRE RD"
"350","11000","COURVILLE ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0,0.1,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,331.78,0,0,5272021,156.37,0,0,0,NA,0,NA,0,"O",331.78,577.14,2746.97,156.37,268.51,1311.85,488.15,845.65,4058.82,5392.62,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11000 COURVILLE ST"
"351","11800","BEACONSFIELD ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,43.44,5122021,0,5192021,18.14,5122021,0,0,NA,0,NA,0,"O",43.44,0,92.53,18.14,0,39.46,61.58,0,131.99,193.57,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","11800 BEACONSFIELD ST"
"352","10900","WHITEHILL ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.11,0.05,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,64.25,5062021,0,5192021,23.36,5062021,0,0,NA,0,NA,0,"O",64.25,0,103.37,23.36,0,38.45,87.61,0,141.82,229.43,0,1,1,"YES","NORMAL","Other","RESIDENTIAL","10900 WHITEHILL ST"
"353","10500","NOTTINGHAM RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.1,0.03,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,26.33,3122021,0,5272021,10.32,3122021,0,0,NA,0,NA,0,"O",26.33,69.3,327.63,10.32,29.87,162.42,36.65,99.17,490.05,625.87,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","10500 NOTTINGHAM RD"
"354","11200","ROSSITER ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.06,0.1,0.06,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,72.48,5212021,0,5272021,36.4,5212021,0,0,NA,0,NA,0,"O",72.48,0,1499.7,36.4,0,678.58,108.88,0,2178.28,2287.16,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","11200 ROSSITER ST"
"355","10000","GRAYTON ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.05,0.09,0.05,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,27.83,5182021,0,5272021,18.14,5182021,0,0,NA,0,NA,0,"O",27.83,0,359.38,18.14,0,93.38,45.97,0,452.76,498.73,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","10000 GRAYTON ST"
"356","11400","NOTTINGHAM RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.02,0.11,0.02,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,791.95,5312021,0,5192021,362.4,5312021,0,0,NA,0,NA,0,"O",785.03,0,0,359.24,0,0,1144.27,0,0,1144.27,0,0,1,"YES","NORMAL","Other","RESIDENTIAL","11400 NOTTINGHAM RD"
"357","10200","MCKINNEY ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.03,0.11,0.03,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,83.39,6012021,0,5192021,36.4,6012021,0,0,NA,0,NA,0,"O",83.39,0,587.72,36.4,0,259.88,119.79,0,847.6,967.39,1,0,1,"YES","NORMAL","B $500-$1000","RESIDENTIAL","10200 MCKINNEY ST"
"358","11600","LAING ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.11,0.04,0,"RESIDENTIAL","RESIDENTIAL",82,82,NA,5192021,25.32,5172021,0,5192021,7.71,5172021,0,0,NA,0,NA,0,"O",25.32,25.32,322.72,7.71,7.71,131.48,33.03,33.03,454.2,520.26,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11600 LAING ST"
"359","11700","DUCHESS ST","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.1,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,17.44,5192021,0,5272021,15.53,5192021,0,0,NA,0,NA,0,"O",17.44,0,137.67,15.53,0,48.7,32.97,0,186.37,219.34,1,0,1,"YES","NORMAL","A $150-$500","RESIDENTIAL","11700 DUCHESS ST"
"360","9200","HARVARD RD","CITY RESIDENTIAL","RESIDENTIAL","Active",0,"NORMAL",0.04,0.09,0.04,0,"RESIDENTIAL","RESIDENTIAL",1003,1003,NA,5272021,48.14,5062021,0,5272021,18.14,5062021,0,0,NA,0,NA,0,"O",48.14,53.85,3080.14,18.14,20.75,1228.06,66.28,74.6,4308.2,4449.08,1,0,1,"YES","NORMAL","C $1000+","RESIDENTIAL","9200 HARVARD RD"
